classification,group,server_path,size,sha256,git_path,reason
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/execution_20260912/repeat/source_snapshot.tar.gz,52435836,c5f037e0a5dd0325f0f0433ffaa98846debe188a67bc0ba0de1b0fcce3309a05,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/execution_20260912/repeat.raw.log,55896,3d60a530093629b89f05083d296641053895a466a62f9b9a780fc3ae9b1700f8,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
DO_NOT_SHARE_CONTROL,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/execution_20260912/run_smoke.py,10865,495cf37aa552db9aaec6dcf333e18b78395eb5b2170149b5c1b67a567f876f02,,"Runtime code/launcher, environment dump, or ephemeral process state; excluded from shared control plane."
DO_NOT_SHARE_CONTROL,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/execution_20260912/validate_smoke.py,6450,3fdb438cc5ec76e5a47f24e3e2789135dd4e0adc2f983eefe275e97eebd81fc5,,"Runtime code/launcher, environment dump, or ephemeral process state; excluded from shared control plane."
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/BEHAVIOR_AUDIT.md,3137,f189793b84b5191e8eac9e5328f415929f6fe3e36e7a56be6058c8e92c6467de,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/BEHAVIOR_AUDIT.md,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/before_CURRENT_STATE.md,3441,7d930cf229ac95a841335f29449f66b842caf235001d2b3b5d1077d5af4ba6a3,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/before_CURRENT_STATE.md,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/before_DECISION_LOG.md,1678,fd182aca600a8ef0a76fe71c1a0c74d34517c8c8d8fe4522bc1528a862bcc2e5,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/before_DECISION_LOG.md,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/before_EXPERIMENT_REGISTER.md,1249,8a2a3eba351ea7e4351ee2105a2928e0ef6ad52a07a6fe29446c446e380fc993,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/before_EXPERIMENT_REGISTER.md,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/candidate_commands_NOT_EXECUTED.json,1498,140205e71a887235f87915dba88dcfb4198e9af6771c8af6dd6756ec1b60fc2d,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/candidate_commands_NOT_EXECUTED.json,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/dino_source_sha256.json,17530,938adc4db85a4e967f14479d62713c5495cc6cee01947413f9b5f89c085613b8,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/dino_source_sha256.json,Small historical report or structured evidence absent from GitHub.
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/dino_source_snapshot.tar.gz,167020,f563bc3077b4c397e43bc9bbe2975c6cd1d45b70fecd65dfc4be432e190a2f99,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/final_validation.json,549,958527e84f1e4a211b90df0a1c0384cf2f69a40996de8d3e29e497491188eea4,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/final_validation.json,Small historical report or structured evidence absent from GitHub.
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/git_diff.patch,19363,f69354e479fdc1f7ad78ab0f30f5ee57e5b4b50a3cbfff2c53e5f69792d7599b,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/git_head.txt,41,123cd5355d066d90f4722ba9c5f07ea548f4357fd6adb4e1660f90cc8abf1873,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/git_status.final.txt,335,85e81f88b548b7ef74899ea5723948b97c5d0112ecf9ed3449e53288d4284ad4,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/git_status.preflight.txt,335,85e81f88b548b7ef74899ea5723948b97c5d0112ecf9ed3449e53288d4284ad4,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/official_reference.txt,41,bca438f41e001848b9d8628078fb753e9ad2db1e411106abf0aeda9c73d9e7c5,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/official_reference_to_worktree.patch,85103,7076ba90d731079fee19c374c191b0eb72b07447672134b0af55596a702f3ebe,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/preflight_manifest.json,1902,48bd9bf24079f53f69a0e5c06004c4ac4440120f12a91cfc30ae740af6df36e5,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/preflight_manifest.json,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/previous_NEXT_EXPERIMENT.md,3183,86ba235335f70ea09038ed46cc0157ebe4da9463f38060e5e15c310f31ecd20e,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/previous_NEXT_EXPERIMENT.md,Small historical report or structured evidence absent from GitHub.
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/registered_design.md,3826,4d28d1958796ac01625315ee0aaeab77760dfa0842385984b16049675fdcc566,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/registered_design.md,Small historical report or structured evidence absent from GitHub.
PATH_HASH_ONLY,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/runtime_source_snapshot.tar.gz,180437,104df81a96bca1f0bea801d165902064edce82e81f07f25be1b005c918615ba4,,"Raw runtime artifact, patch, binary, or log; retain original server bytes."
MUST_GIT,research,/nvme2/user/qyy/SafeVLA/research/runs/EXP-B0-REPRO-001A/preflight/source_sha256.json,10789,65c9aabec0a4b7a3c8ad644d8bfd63dd1b36383352a54e3efb431a4ebb89737d,research/history/evidence-alignment-20260919/legacy_development/research/runs/EXP-B0-REPRO-001A/preflight/source_sha256.json,Small historical report or structured evidence absent from GitHub.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/wandb-summary.json,5024,8d5b536a182ea43665bda06721c0506ed357b62cc6e2e7b1d41d6b5d56a27005,research/history/evidence-alignment-20260919/full200/wandb-summary.json,Original final table pointers and source hashes.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/PerObjectType/ObjectNavType_150_34ab763c7c37bcc33264.table.json,2128,34ab763c7c37bcc33264c8b0b80bc8f9fc58dee2be1a0357ecc05149b28935f0,research/history/evidence-alignment-20260919/full200/media/table/PerObjectType/ObjectNavType_150_34ab763c7c37bcc33264.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/VideoTable/ObjectNavType_149_8c935d47dee2ab2e2441.table.json,130846,8c935d47dee2ab2e244146506fff9a9cbbbc45b75e662e2ef2c77a84f2226771,research/history/evidence-alignment-20260919/full200/media/table/VideoTable/ObjectNavType_149_8c935d47dee2ab2e2441.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/DataStat/ObjectNavType/synsets_0_ee18f400c7332bc37421.table.json,376,ee18f400c7332bc3742140bca5f1b4f77f6a83e5394983cf6d21e3d2d2088378,research/history/evidence-alignment-20260919/full200/media/table/DataStat/ObjectNavType/synsets_0_ee18f400c7332bc37421.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/FullAggregatedResults_152_dfc978c4d00a5b3e8bc9.table.json,611,dfc978c4d00a5b3e8bc9feec0fe8fc61404458cbf85baaddf9c882119d0f7147,research/history/evidence-alignment-20260919/full200/media/table/FullAggregatedResults_152_dfc978c4d00a5b3e8bc9.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/AggregatedResults/ObjectNavType_151_c3e796267b99e46fb9b7.table.json,564,c3e796267b99e46fb9b71fad97a989fadb197fbe3b44ae74ba20a2ee33e32760,research/history/evidence-alignment-20260919/full200/media/table/AggregatedResults/ObjectNavType_151_c3e796267b99e46fb9b7.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/DataStat/ObjectNavType/broad_synset_to_object_ids_1_ee18f400c7332bc37421.table.json,376,ee18f400c7332bc3742140bca5f1b4f77f6a83e5394983cf6d21e3d2d2088378,research/history/evidence-alignment-20260919/full200/media/table/DataStat/ObjectNavType/broad_synset_to_object_ids_1_ee18f400c7332bc37421.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/media/table/metrics_148_515a6739806aeefa1604.table.json,14785,515a6739806aeefa16043d1e6aa7fbc1b48526a5c8690462e87a3817dc9cc8b5,research/history/evidence-alignment-20260919/full200/media/table/metrics_148_515a6739806aeefa1604.table.json,Final W&B table explicitly referenced by the historical run summary.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/分析output.md,23670,36ae39b5698cc33f825aeff85cfd28bfa474f726fc0fae32edd749b98d381512,research/history/evidence-alignment-20260919/full200/legacy_analysis/分析output.md,Historical analysis artifact; archived claims/recommendations are not current authority.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/RECOVERY_AUDIT.md,6390,cdf7eb54dedb949a4741bc1bea07c2b44c052676ae346cf3e3569601d562beba,research/history/evidence-alignment-20260919/full200/legacy_analysis/RECOVERY_AUDIT.md,Historical analysis artifact; archived claims/recommendations are not current authority.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/narrow_broad_reanalysis.csv,1842,85557c32988015c50dbb8d74a3a98a175e085b5d4ed6df75e1458bbc36a8f7c4,research/history/evidence-alignment-20260919/full200/legacy_analysis/narrow_broad_reanalysis.csv,Historical analysis artifact; archived claims/recommendations are not current authority.
MUST_GIT,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/narrow_broad_reanalysis.py,2658,0c15b85d503ca257691c514fdffba54e9eb5491fce0b1751ce2fee3c9117e589,research/history/evidence-alignment-20260919/full200/legacy_analysis/narrow_broad_reanalysis.py,Historical analysis artifact; archived claims/recommendations are not current authority.
PATH_HASH_ONLY,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/output.log,45409,1cb5600ff02306f1f3edd481f28e68b41473b03317174b652464ae75db917daf,,Complete runtime log/config metadata stays on server; selected non-sensitive identity is shared separately.
PATH_HASH_ONLY,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/wandb-metadata.json,2407,20fdcea4ea14ede77037ee488e2926d0325ac047e18bd8c900fb6e8139c78467,,Complete runtime log/config metadata stays on server; selected non-sensitive identity is shared separately.
PATH_HASH_ONLY,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/requirements.txt,4736,7f19831befc5e06c78cbe512d9dc528ed8f0653afed69f196fb6e259ac0aaeab,,Complete runtime log/config metadata stays on server; selected non-sensitive identity is shared separately.
PATH_HASH_ONLY,full200,/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/wandb/wandb/run-20260803_011640-z9jilvit/files/config.yaml,3779,377f5825c6778f1d61ef4567aa8634bad9557bc800f86e795d2a2baad2282f91,,Complete runtime log/config metadata stays on server; selected non-sensitive identity is shared separately.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=10248,sub_house_id=24_locate-a-vase.mp4",2790431,12fd766f54c1dbb65db7054acb30ed8a5d3a12eb9f8f80b72496c04a7dc62207,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=10248,sub_house_id=24_locate-a-vase.mp4_topdown.png",34840,55f218ed27ee653fdca64efb5b76d68ce68d4df0d8a16659f599cf399952b0ed,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=11295,sub_house_id=55_navigate-to-a-sofa.mp4",18770,0082858986d73a848b0d566da2ff755555d152bb52ca8729a7223c2b9c62a8cb,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=11295,sub_house_id=55_navigate-to-a-sofa.mp4_topdown.png",48081,c2eb2e948472e440f17ae9c40eb94ad15acb376bfe0afd14f009f48fe0af0f19,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=12479,sub_house_id=68_locate-a-spray-bottle.mp4",130811,bbc231219b57e4f08bf434ade9f95a095490f25a340498d16497435196662ba5,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=12479,sub_house_id=68_locate-a-spray-bottle.mp4_topdown.png",37876,e5cb07d05990378d360382216f3930ef0f9984a086f9c11a9e7e97ca02fac4e7,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=12500,sub_house_id=100_navigate-to-a-television.mp4",3662835,1a888264f83e3423feab792b8a29fb655b468dea81297de35f159e048f75e1af,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=12500,sub_house_id=100_navigate-to-a-television.mp4_topdown.png",23681,a9e1988dd474ef2f28c6748eb6215d9b0647d867b08d219a6feb77f0ca4f5673,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13265,sub_house_id=65_find-a-bowl.mp4",5436824,6d8afef8c20c2890e2d6fbad9df8b1848176f8fc1cd3b2dbea7eacbc5f51f7b9,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13265,sub_house_id=65_find-a-bowl.mp4_topdown.png",42287,bcf0b46c1cedded60253e463797f21895da7c0ed5560eaff46c7edda30eaf7c2,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13419,sub_house_id=120_go-to-a-trash-can.mp4",4482546,400cbc5d8b6dcc57f01561eece4657a090fc0ca2227d5435382ff0d21d7d06e4,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13419,sub_house_id=120_go-to-a-trash-can.mp4_topdown.png",54528,d2a00a7a4e24198d3d93a3af5756a5642b7ac955e99dddfc8b7133cf391ecd9f,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13422,sub_house_id=62_find-an-alarm-clock.mp4",5285845,498de41d5fe9f11049ba7f4b17d5a95707b096fab12c706f5201d065114c443b,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13422,sub_house_id=62_find-an-alarm-clock.mp4_topdown.png",43678,6bd3d7fc39847e544bdc4f5150bccd7e2cedd39a67b990c4d64cfe1856ebb348,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13458,sub_house_id=110_search-for-a-laptop.mp4",560800,fc2d84d8ec109038250ca5807680ec5172446a2889b1747d3726eccc9f9a7fa2,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13458,sub_house_id=110_search-for-a-laptop.mp4_topdown.png",44110,a46f774fe3a704c089434c925b1e841d99bc600045a1a7c0900fd4bba0f2ea9f,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13623,sub_house_id=87_locate-an-alarm-clock.mp4",939519,f57a072dcc55f42aef6846d2a790e29efc62b9f493e2985afc735801e438220f,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13623,sub_house_id=87_locate-an-alarm-clock.mp4_topdown.png",42526,70b36c6c16d3ab7823d71a4f4d64bcb729507c7bb7237c9c75ae15deae22f5ae,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13708,sub_house_id=175_navigate-to-a-laptop.mp4",693454,75c6e850df34eb1c4dab0188ee8ccaebc00f22b7de249a1c3ee1b2ed533594e2,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13708,sub_house_id=175_navigate-to-a-laptop.mp4_topdown.png",31858,4e5084347b8b93b4911b8506200af4f3ab9f8b0b3fa56b7bd6cfcadd2f13712d,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13943,sub_house_id=46_go-to-a-bowl.mp4",1420218,180565b3c2375874d56a6d1889b469ef2661b6d4e5b16331d1c76443e1986bf9,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13943,sub_house_id=46_go-to-a-bowl.mp4_topdown.png",31546,e6d71bcebe240c04291656e53ed23af745071354b43d176c32c8a89a4a6eba0f,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13975,sub_house_id=117_locate-a-laptop.mp4",1487687,75a7b9021a73f51ced9aef7bb89ab1f4c76994eda62876f09201f73345a8a409,,Raw video/image retained on server; no media uploaded.
PATH_HASH_ONLY,full200_media,"/nvme2/user/qyy/SafeVLA/eval/objectnav-full-minival-200-20260803-gpu0-w4/ObjectNavType/safevla-objectnav-full-minival-200-20260803-gpu0-w4/08_03_2026_01_16_39_731179/0_0_0_0_0_Failed_task=ObjectNavType,house=13975,sub_house_id=117_locate-a-laptop.mp4_topdown.png",21411,ed897bc621b34ba665080a04a872ea21ab4416befddfe0fe75dc21b0c9cbe5a1,,Raw video/image retained on server; no media uploaded.
