task_key,house_index,target_synset,success,episode_length,expert_length,broad_target_ids_json,broad_target_count,candidate_asset_bbox_count,physical_size_volume,physical_size_max_side,physical_size_status,failure_termination_type,initial_target_distance,max_nav_visible_pixels,has_agent_been_in_room,raw_source_status
ObjectNavType/val/012952/raw_navigation_camera__0.mp4,12952,houseplant.n.01,True,39,48,"[""floor-house-plant|5|5|0"", ""floor-house-plant|6|2|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013264/raw_navigation_camera__0.mp4,13264,ashcan.n.01,True,8,14,"[""ObjaTrashCan|5|3""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013699/raw_navigation_camera__0.mp4,13699,laptop.n.01,True,44,76,"[""Laptop|3|24"", ""Laptop|6|48""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014728/raw_navigation_camera__0.mp4,14728,apple.n.01,True,133,49,"[""Apple|6|9""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013436/raw_navigation_camera__0.mp4,13436,television_receiver.n.01,True,48,55,"[""television|7|0|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014168/raw_navigation_camera__0.mp4,14168,toilet.n.02,True,38,44,"[""Toilet|7|3""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014234/raw_navigation_camera__0.mp4,14234,atomizer.n.01,True,28,36,"[""SprayBottle|6|9""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011819/raw_navigation_camera__0.mp4,11819,toilet.n.02,True,32,13,"[""Toilet|5|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012854/raw_navigation_camera__0.mp4,12854,vase.n.01,True,12,18,"[""Vase|2|14""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013297/raw_navigation_camera__0.mp4,13297,alarm_clock.n.01,True,90,60,"[""AlarmClock|2|39""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012036/raw_navigation_camera__0.mp4,12036,sofa.n.01,True,162,76,"[""Sofa|3|2"", ""Sofa|4|1""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013529/raw_navigation_camera__0.mp4,13529,ashcan.n.01,True,41,46,"[""ObjaTrashCan|2|4""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012637/raw_navigation_camera__0.mp4,12637,toilet.n.02,True,17,24,"[""Toilet|2|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011633/raw_navigation_camera__0.mp4,11633,atomizer.n.01,True,24,70,"[""SprayBottle|2|13"", ""SprayBottle|5|37""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012953/raw_navigation_camera__0.mp4,12953,atomizer.n.01,True,28,30,"[""SprayBottle|2|5""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014782/raw_navigation_camera__0.mp4,14782,bed.n.01,True,6,11,"[""single-pillow|2|0|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013392/raw_navigation_camera__0.mp4,13392,bed.n.01,True,17,26,"[""Bed|8|1"", ""double-pillow|7|1|0"", ""single-pillow|6|0|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012266/raw_navigation_camera__0.mp4,12266,atomizer.n.01,True,79,78,"[""SprayBottle|6|8""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013708/raw_navigation_camera__0.mp4,13708,laptop.n.01,False,131,143,"[""Laptop|4|43"", ""Laptop|6|65"", ""Laptop|7|74"", ""Laptop|8|89""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014172/raw_navigation_camera__0.mp4,14172,bowl.n.03,True,7,16,"[""Bowl|2|7"", ""Bowl|5|43"", ""Bowl|6|54""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/004495/raw_navigation_camera__0.mp4,4495,mug.n.04,True,73,27,"[""ObjaMilkshake|6|1""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013975/raw_navigation_camera__0.mp4,13975,laptop.n.01,False,181,209,"[""Laptop|4|32""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012696/raw_navigation_camera__0.mp4,12696,houseplant.n.01,True,38,43,"[""HousePlant|8|67"", ""floor-house-plant|2|4|0"", ""floor-house-plant|7|3|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013968/raw_navigation_camera__0.mp4,13968,apple.n.01,True,51,45,"[""Apple|2|11""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,12771,straight_chair.n.01,True,18,22,"[""chair-diningtable-2|8|3|1"", ""chair-diningtable-2|8|3|2"", ""chair-diningtable-3|6|5|1"", ""chair-diningtable-3|6|5|2"", ""chair-diningtable-3|6|5|3"", ""chair-diningtable|9|0|1""]",6,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014424/raw_navigation_camera__0.mp4,14424,vase.n.01,True,40,34,"[""Vase|2|6""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014499/raw_navigation_camera__0.mp4,14499,toilet.n.02,True,251,109,"[""Toilet|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012245/raw_navigation_camera__0.mp4,12245,straight_chair.n.01,True,24,51,"[""chair-diningtable|2|2|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013238/raw_navigation_camera__0.mp4,13238,alarm_clock.n.01,True,5,17,"[""AlarmClock|8|65""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013807/raw_navigation_camera__0.mp4,13807,mug.n.04,True,60,51,"[""ObjaMug|6|50""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013761/raw_navigation_camera__0.mp4,13761,television_receiver.n.01,True,36,75,"[""4|7"", ""8|7"", ""television-sofa|3|0|2"", ""television|7|2|1""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012698/raw_navigation_camera__0.mp4,12698,bed.n.01,True,7,14,"[""double-pillow|2|0|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014423/raw_navigation_camera__0.mp4,14423,sofa.n.01,True,71,94,"[""Sofa|4|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014765/raw_navigation_camera__0.mp4,14765,alarm_clock.n.01,True,56,11,"[""AlarmClock|6|40"", ""AlarmClock|7|54""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013278/raw_navigation_camera__0.mp4,13278,alarm_clock.n.01,True,39,17,"[""AlarmClock|6|55"", ""AlarmClock|7|63"", ""AlarmClock|8|70""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014496/raw_navigation_camera__0.mp4,14496,houseplant.n.01,True,8,16,"[""floor-house-plant|2|3|0"", ""floor-house-plant|4|3|0"", ""floor-house-plant|5|4|0"", ""floor-house-plant|6|5|0""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/000714/raw_navigation_camera__0.mp4,714,mug.n.04,True,35,36,"[""ObjaMilkshake|6|1""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013351/raw_navigation_camera__0.mp4,13351,sofa.n.01,True,24,35,"[""Sofa|7|2""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011951/raw_navigation_camera__0.mp4,11951,bed.n.01,True,161,137,"[""Bed|6|0"", ""Bed|8|0"", ""single-pillow|7|1|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013727/raw_navigation_camera__0.mp4,13727,alarm_clock.n.01,True,8,18,"[""AlarmClock|4|5"", ""AlarmClock|6|27""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013393/raw_navigation_camera__0.mp4,13393,sofa.n.01,True,88,56,"[""Sofa|3|1"", ""Sofa|4|0"", ""Sofa|8|2""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/009921/raw_navigation_camera__0.mp4,9921,basketball.n.02,True,38,41,"[""ObjaBasketball|4|4""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013259/raw_navigation_camera__0.mp4,13259,toilet.n.02,True,211,82,"[""Toilet|5|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014506/raw_navigation_camera__0.mp4,14506,toilet.n.02,True,4,14,"[""Toilet|2|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,False,377,128,"[""Vase|4|42"", ""Vase|6|67"", ""Vase|7|87"", ""Vase|8|98""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014426/raw_navigation_camera__0.mp4,14426,sofa.n.01,True,11,19,"[""Sofa|3|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011059/raw_navigation_camera__0.mp4,11059,sofa.n.01,True,8,17,"[""Sofa|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013352/raw_navigation_camera__0.mp4,13352,bowl.n.03,False,600,236,"[""Bowl|4|27"", ""Bowl|6|45"", ""Bowl|8|59""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013757/raw_navigation_camera__0.mp4,13757,apple.n.01,True,55,59,"[""Apple|8|48""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014070/raw_navigation_camera__0.mp4,14070,alarm_clock.n.01,True,17,61,"[""AlarmClock|6|38""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013312/raw_navigation_camera__0.mp4,13312,vase.n.01,True,57,64,"[""Vase|6|12"", ""Vase|7|25""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/004526/raw_navigation_camera__0.mp4,4526,mug.n.04,True,25,32,"[""ObjaMug|6|2""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013175/raw_navigation_camera__0.mp4,13175,laptop.n.01,True,23,31,"[""Laptop|3|16""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013943/raw_navigation_camera__0.mp4,13943,bowl.n.03,False,184,48,"[""Bowl|6|28""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012675/raw_navigation_camera__0.mp4,12675,sofa.n.01,True,9,26,"[""Sofa|3|0"", ""television-sofa|4|1|1""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014563/raw_navigation_camera__0.mp4,14563,houseplant.n.01,True,3,11,"[""HousePlant|6|20"", ""floor-house-plant|4|4|0"", ""floor-house-plant|7|4|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014807/raw_navigation_camera__0.mp4,14807,bed.n.01,True,34,49,"[""Bed|2|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014490/raw_navigation_camera__0.mp4,14490,bowl.n.03,True,199,152,"[""Bowl|2|6"", ""Bowl|7|49""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014635/raw_navigation_camera__0.mp4,14635,bed.n.01,True,30,39,"[""Bed|2|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012500/raw_navigation_camera__0.mp4,12500,television_receiver.n.01,False,600,73,"[""television-sofa|3|0|2"", ""television|4|2|1"", ""television|8|3|1""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013167/raw_navigation_camera__0.mp4,13167,ashcan.n.01,True,30,46,"[""GarbageCan|5|3""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/001730/raw_navigation_camera__0.mp4,1730,mug.n.04,False,53,62,"[""ObjaMilkshake|7|64""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013952/raw_navigation_camera__0.mp4,13952,toilet.n.02,True,10,20,"[""Toilet|2|4""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013641/raw_navigation_camera__0.mp4,13641,vase.n.01,True,91,91,"[""Vase|6|55""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014916/raw_navigation_camera__0.mp4,14916,television_receiver.n.01,True,6,14,"[""television|7|1|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014604/raw_navigation_camera__0.mp4,14604,toilet.n.02,True,35,42,"[""Toilet|3|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013340/raw_navigation_camera__0.mp4,13340,houseplant.n.01,True,22,17,"[""HousePlant|2|41"", ""HousePlant|7|27"", ""floor-house-plant|6|3|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014702/raw_navigation_camera__0.mp4,14702,alarm_clock.n.01,False,450,151,"[""AlarmClock|6|24"", ""ObjaAlarmClock|6|21""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013447/raw_navigation_camera__0.mp4,13447,straight_chair.n.01,True,51,76,"[""chair-diningtable-6|8|2|1"", ""chair-diningtable-6|8|2|2"", ""chair-diningtable-6|8|2|3"", ""chair-diningtable-6|8|2|4"", ""chair-diningtable-6|8|2|5"", ""chair-diningtable|4|2|1""]",6,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014263/raw_navigation_camera__0.mp4,14263,straight_chair.n.01,True,20,27,"[""chair-diningtable-2|2|3|1"", ""chair-diningtable-2|2|3|2"", ""chair-diningtable-2|6|1|1"", ""chair-diningtable-2|6|1|2"", ""chair-diningtable-5|7|2|1"", ""chair-diningtable-5|7|2|2"", ""chair-diningtable-5|7|2|3"", ""chair-diningtable-5|7|2|4"", ""chair-diningtable-6|3|1|1"", ""chair-diningtable-6|3|1|2"", ""chair-diningtable-6|3|1|3"", ""chair-diningtable-6|3|1|4"", ""chair-diningtable-6|3|1|5"", ""chair-diningtable-7|8|1|1"", ""chair-diningtable-7|8|1|2"", ""chair-diningtable-7|8|1|3"", ""chair-diningtable-7|8|1|4"", ""chair-diningtable-7|8|1|5"", ""chair-diningtable-7|8|1|6""]",19,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012207/raw_navigation_camera__0.mp4,12207,vase.n.01,True,53,237,"[""Vase|6|20""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014320/raw_navigation_camera__0.mp4,14320,ashcan.n.01,False,600,92,"[""ObjaGarbageCan|7|3"", ""ObjaTrashCan|7|4""]",2,2,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014544/raw_navigation_camera__0.mp4,14544,television_receiver.n.01,True,80,73,"[""television|3|1|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013181/raw_navigation_camera__0.mp4,13181,straight_chair.n.01,True,13,19,"[""chair-diningtable-2|4|4|1"", ""chair-diningtable-2|4|4|2"", ""chair-diningtable|6|4|1""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012042/raw_navigation_camera__0.mp4,12042,laptop.n.01,True,46,51,"[""Laptop|6|28""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,12238,straight_chair.n.01,True,2,24,"[""chair-diningtable-3|4|1|1"", ""chair-diningtable-3|4|1|2"", ""chair-diningtable-3|4|1|3"", ""chair-diningtable-3|7|2|1"", ""chair-diningtable-3|7|2|2"", ""chair-diningtable-3|7|2|3"", ""chair-diningtable-5|2|5|1"", ""chair-diningtable-5|2|5|2"", ""chair-diningtable-5|2|5|3"", ""chair-diningtable-5|2|5|4"", ""chair-diningtable-5|8|2|1"", ""chair-diningtable-5|8|2|2"", ""chair-diningtable-5|8|2|3"", ""chair-diningtable-5|8|2|4"", ""chair-diningtable|6|3|1""]",15,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013458/raw_navigation_camera__0.mp4,13458,laptop.n.01,False,99,115,"[""Laptop|6|29"", ""Laptop|9|63""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013931/raw_navigation_camera__0.mp4,13931,houseplant.n.01,True,248,127,"[""HousePlant|2|6"", ""HousePlant|4|29"", ""HousePlant|5|37""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012050/raw_navigation_camera__0.mp4,12050,apple.n.01,True,74,22,"[""Apple|2|8""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013166/raw_navigation_camera__0.mp4,13166,bowl.n.03,True,30,100,"[""Bowl|2|11"", ""Bowl|3|25""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
